 name                           | 	 shuffle  | 	 elements     | 	 duration_ms  | 	 p_duration_s | 	 p_duration_ns | 	 memory     
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,410,000    | 	 671          | 	 0            | 	 671,395,000  | 	 9,699,344  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,410,000    | 	 481          | 	 0            | 	 481,339,000  | 	 6,630,952  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,410,000    | 	 929          | 	 0            | 	 928,703,000  | 	 -99,612,672 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,410,000    | 	 905          | 	 0            | 	 904,817,000  | 	 -97,387,368 
 merge sort                     | 	 / 1 (n_const)  | 	 1,420,000    | 	 797          | 	 0            | 	 797,175,000  | 	 6,291,456  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,420,000    | 	 682          | 	 0            | 	 682,517,000  | 	 9,830,432  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,420,000    | 	 449          | 	 0            | 	 448,866,000  | 	 6,726,200  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,420,000    | 	 1,018        | 	 1            | 	 17,519,000   | 	 -2,621,440 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,420,000    | 	 921          | 	 0            | 	 921,773,000  | 	 26,366,912 
 merge sort                     | 	 / 1 (n_const)  | 	 1,430,000    | 	 740          | 	 0            | 	 740,231,000  | 	 6,291,456  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,430,000    | 	 666          | 	 0            | 	 665,461,000  | 	 9,699,344  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,430,000    | 	 438          | 	 0            | 	 437,453,000  | 	 6,728,824  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,430,000    | 	 843          | 	 0            | 	 843,346,000  | 	 98,716,328 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,430,000    | 	 963          | 	 0            | 	 962,868,000  | 	 7,106,440  
 merge sort                     | 	 / 1 (n_const)  | 	 1,440,000    | 	 871          | 	 0            | 	 870,785,000  | 	 -245,366,784 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,440,000    | 	 680          | 	 0            | 	 680,872,000  | 	 9,699,344  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,440,000    | 	 472          | 	 0            | 	 471,862,000  | 	 6,651,928  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,440,000    | 	 901          | 	 0            | 	 901,106,000  | 	 -99,614,720 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,440,000    | 	 832          | 	 0            | 	 832,160,000  | 	 -94,765,320 
 merge sort                     | 	 / 1 (n_const)  | 	 1,450,000    | 	 726          | 	 0            | 	 726,121,000  | 	 6,291,456  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,450,000    | 	 798          | 	 0            | 	 797,409,000  | 	 -133,350,960 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,450,000    | 	 424          | 	 0            | 	 423,196,000  | 	 6,753,784  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,450,000    | 	 803          | 	 0            | 	 803,211,000  | 	 -30,935,040 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,450,000    | 	 578          | 	 0            | 	 578,167,000  | 	 55,832,240 
 merge sort                     | 	 / 1 (n_const)  | 	 1,460,000    | 	 756          | 	 0            | 	 756,409,000  | 	 6,291,456  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,460,000    | 	 820          | 	 0            | 	 819,841,000  | 	 -81,224,320 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,460,000    | 	 429          | 	 0            | 	 429,683,000  | 	 6,788,400  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,460,000    | 	 756          | 	 0            | 	 755,659,000  | 	 113,770,496 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,460,000    | 	 892          | 	 0            | 	 892,377,000  | 	 -92,820,376 
 merge sort                     | 	 / 1 (n_const)  | 	 1,470,000    | 	 772          | 	 0            | 	 772,605,000  | 	 -232,783,872 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,470,000    | 	 690          | 	 0            | 	 689,918,000  | 	 9,895,984  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,470,000    | 	 491          | 	 0            | 	 491,287,000  | 	 -141,125,560 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,470,000    | 	 859          | 	 0            | 	 859,008,000  | 	 80,218,112 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,470,000    | 	 1,051        | 	 1            | 	 50,989,000   | 	 41,753,152 
 merge sort                     | 	 / 1 (n_const)  | 	 1,480,000    | 	 932          | 	 0            | 	 931,615,000  | 	 -159,383,552 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,480,000    | 	 742          | 	 0            | 	 741,577,000  | 	 9,977,872  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,480,000    | 	 477          | 	 0            | 	 477,646,000  | 	 6,630,568  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,480,000    | 	 939          | 	 0            | 	 939,134,000  | 	 -184,027,136 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,480,000    | 	 912          | 	 0            | 	 912,808,000  | 	 50,855,936 
 merge sort                     | 	 / 1 (n_const)  | 	 1,490,000    | 	 866          | 	 0            | 	 865,210,000  | 	 -179,306,496 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,490,000    | 	 686          | 	 0            | 	 686,062,000  | 	 9,699,344  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,490,000    | 	 826          | 	 0            | 	 825,492,000  | 	 -222,347,720 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,490,000    | 	 742          | 	 0            | 	 741,794,000  | 	 106,956,800 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,490,000    | 	 801          | 	 0            | 	 801,198,000  | 	 29,131,352 
 merge sort                     | 	 / 1 (n_const)  | 	 1,500,000    | 	 1,032        | 	 0            | 	 751,448,000  | 	 -5,638,656 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,500,000    | 	 676          | 	 0            | 	 675,802,000  | 	 9,830,432  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,500,000    | 	 772          | 	 0            | 	 772,345,000  | 	 -92,316,944 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,500,000    | 	 797          | 	 0            | 	 797,303,000  | 	 108,529,664 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,500,000    | 	 919          | 	 0            | 	 918,749,000  | 	 -22,020,096 
 merge sort                     | 	 / 1 (n_const)  | 	 1,510,000    | 	 871          | 	 0            | 	 870,784,000  | 	 -233,832,448 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,510,000    | 	 765          | 	 0            | 	 764,729,000  | 	 9,830,432  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,510,000    | 	 850          | 	 0            | 	 850,303,000  | 	 -27,857,856 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,510,000    | 	 1,083        | 	 1            | 	 83,735,000   | 	 88,185,656 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,510,000    | 	 1,024        | 	 1            | 	 23,222,000   | 	 41,664,872 
 merge sort                     | 	 / 1 (n_const)  | 	 1,520,000    | 	 824          | 	 0            | 	 824,552,000  | 	 -234,356,736 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,520,000    | 	 709          | 	 0            | 	 709,584,000  | 	 9,699,344  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,520,000    | 	 484          | 	 0            | 	 484,627,000  | 	 -136,866,224 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,520,000    | 	 1,051        | 	 1            | 	 50,371,000   | 	 -13,107,200 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,520,000    | 	 1,074        | 	 1            | 	 73,339,000   | 	 -106,956,800 
 merge sort                     | 	 / 1 (n_const)  | 	 1,530,000    | 	 785          | 	 0            | 	 785,083,000  | 	 6,291,456  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,530,000    | 	 872          | 	 0            | 	 872,681,000  | 	 -176,162,816 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,530,000    | 	 487          | 	 0            | 	 487,336,000  | 	 6,693,192  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,530,000    | 	 898          | 	 0            | 	 898,744,000  | 	 -26,212,352 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,530,000    | 	 1,000        | 	 1            | 	 526,000      | 	 -80,847,200 
 merge sort                     | 	 / 1 (n_const)  | 	 1,540,000    | 	 806          | 	 0            | 	 805,274,000  | 	 -112,197,632 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,540,000    | 	 700          | 	 0            | 	 699,935,000  | 	 9,699,344  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,540,000    | 	 724          | 	 0            | 	 723,394,000  | 	 -28,537,064 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,540,000    | 	 827          | 	 0            | 	 827,065,000  | 	 90,912,256 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,540,000    | 	 824          | 	 0            | 	 824,587,000  | 	 25,791,616 
 merge sort                     | 	 / 1 (n_const)  | 	 1,550,000    | 	 959          | 	 0            | 	 958,869,000  | 	 -68,695,592 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,550,000    | 	 747          | 	 0            | 	 747,439,000  | 	 9,895,984  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,550,000    | 	 840          | 	 0            | 	 839,852,000  | 	 -132,124,096 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,550,000    | 	 770          | 	 0            | 	 769,806,000  | 	 117,964,800 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,550,000    | 	 944          | 	 0            | 	 944,089,000  | 	 -15,867,392 
 merge sort                     | 	 / 1 (n_const)  | 	 1,560,000    | 	 984          | 	 0            | 	 983,839,000  | 	 -271,793,392 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,560,000    | 	 738          | 	 0            | 	 738,179,000  | 	 9,699,344  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,560,000    | 	 516          | 	 0            | 	 516,472,000  | 	 6,729,096  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,560,000    | 	 942          | 	 0            | 	 941,817,000  | 	 -80,216,064 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,560,000    | 	 961          | 	 0            | 	 961,278,000  | 	 46,005,248 
 merge sort                     | 	 / 1 (n_const)  | 	 1,570,000    | 	 978          | 	 0            | 	 977,662,000  | 	 -190,838,784 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,570,000    | 	 783          | 	 0            | 	 782,408,000  | 	 9,961,472  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,570,000    | 	 833          | 	 0            | 	 833,229,000  | 	 -235,992,400 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,570,000    | 	 881          | 	 0            | 	 880,920,000  | 	 119,015,424 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,570,000    | 	 956          | 	 0            | 	 956,068,000  | 	 -31,353,136 
 merge sort                     | 	 / 1 (n_const)  | 	 1,580,000    | 	 922          | 	 0            | 	 922,131,000  | 	 -165,675,008 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,580,000    | 	 757          | 	 0            | 	 757,152,000  | 	 10,747,920 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,580,000    | 	 511          | 	 0            | 	 510,631,000  | 	 7,755,560  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,580,000    | 	 962          | 	 0            | 	 962,376,000  | 	 -167,142,688 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,580,000    | 	 1,113        | 	 1            | 	 112,912,000  | 	 -1,574,912 
 merge sort                     | 	 / 1 (n_const)  | 	 1,590,000    | 	 1,009        | 	 1            | 	 9,404,000    | 	 -272,629,760 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,590,000    | 	 740          | 	 0            | 	 740,295,000  | 	 10,747,920 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,590,000    | 	 492          | 	 0            | 	 492,031,000  | 	 7,752,560  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,590,000    | 	 1,065        | 	 1            | 	 65,558,000   | 	 -92,274,688 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,590,000    | 	 1,108        | 	 1            | 	 107,364,000  | 	 27,074,608 
 merge sort                     | 	 / 1 (n_const)  | 	 1,600,000    | 	 957          | 	 0            | 	 956,625,000  | 	 -104,333,312 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,600,000    | 	 747          | 	 0            | 	 747,505,000  | 	 10,944,560 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,600,000    | 	 784          | 	 0            | 	 784,818,000  | 	 -141,731,624 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,600,000    | 	 1,151        | 	 1            | 	 151,498,000  | 	 127,926,272 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,600,000    | 	 957          | 	 0            | 	 956,822,000  | 	 45,086,720 
 merge sort                     | 	 / 1 (n_const)  | 	 1,610,000    | 	 887          | 	 0            | 	 886,845,000  | 	 -201,326,592 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,610,000    | 	 745          | 	 0            | 	 745,058,000  | 	 10,944,560 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,610,000    | 	 797          | 	 0            | 	 796,925,000  | 	 -249,242,744 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,610,000    | 	 939          | 	 0            | 	 939,309,000  | 	 146,276,352 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,610,000    | 	 897          | 	 0            | 	 897,492,000  | 	 54,225,120 
 merge sort                     | 	 / 1 (n_const)  | 	 1,620,000    | 	 876          | 	 0            | 	 875,304,000  | 	 7,340,032  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,620,000    | 	 1,013        | 	 1            | 	 13,586,000   | 	 -232,677,464 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,620,000    | 	 564          | 	 0            | 	 563,137,000  | 	 7,697,256  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,620,000    | 	 1,205        | 	 1            | 	 205,163,000  | 	 6,289,408  
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,620,000    | 	 994          | 	 0            | 	 993,782,000  | 	 54,931,456 
 merge sort                     | 	 / 1 (n_const)  | 	 1,630,000    | 	 957          | 	 0            | 	 956,583,000  | 	 -226,492,416 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,630,000    | 	 779          | 	 0            | 	 778,783,000  | 	 10,747,920 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,630,000    | 	 836          | 	 0            | 	 835,910,000  | 	 -236,016,152 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,630,000    | 	 979          | 	 0            | 	 978,452,000  | 	 134,219,776 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,630,000    | 	 890          | 	 0            | 	 890,189,000  | 	 55,803,104 
 merge sort                     | 	 / 1 (n_const)  | 	 1,640,000    | 	 936          | 	 0            | 	 936,203,000  | 	 -45,088,768 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,640,000    | 	 763          | 	 0            | 	 762,850,000  | 	 10,879,008 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,640,000    | 	 485          | 	 0            | 	 484,868,000  | 	 7,764,608  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,640,000    | 	 1,185        | 	 1            | 	 185,203,000  | 	 -169,347,072 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,640,000    | 	 1,350        | 	 1            | 	 350,457,000  | 	 -119,268,048 
 merge sort                     | 	 / 1 (n_const)  | 	 1,650,000    | 	 1,093        | 	 1            | 	 92,155,000   | 	 -116,918,272 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,650,000    | 	 839          | 	 0            | 	 839,068,000  | 	 10,977,344 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,650,000    | 	 1,041        | 	 1            | 	 40,967,000   | 	 -150,082,544 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 1,650,000    | 	 1,201        | 	 1            | 	 200,757,000  | 	 136,314,880 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 1,650,000    | 	 979          | 	 0            | 	 979,196,000  | 	 61,125,008 
 merge sort                     | 	 / 1 (n_const)  | 	 1,660,000    | 	 921          | 	 0            | 	 920,862,000  | 	 -279,445,504 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 1,660,000    | 	 787          | 	 0            | 	 786,350,000  | 	 10,747,920 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 1,660,000    | 	 525          | 	 0            | 	 524,504,000  | 	 7,791,160  
