idx,name,shuffle,elements,duration_ms,p_duration_s,p_duration_ns,memory
610, merge sort                     , 	 / 1      ," 	 1,230,000    ", 	 771          ,0," 	 770,650,000  "," 	 -22,858,920 "
611, Arrays.sort                    , 	 / 1      ," 	 1,230,000    ", 	 927          ,0," 	 927,660,000  "," 	 -13,958,936 "
612, Arrays.parallelSort            , 	 / 1      ," 	 1,230,000    ", 	 449          ,0," 	 448,871,000  "," 	 4,238,080  "
613, Linked Hashmap                 , 	 / 1      ," 	 1,230,000    ", 	 778          ,0," 	 778,467,000  "," 	 80,062,976 "
614, Stream + parallel + sort       , 	 / 1      ," 	 1,230,000    ", 	 728          ,0," 	 727,960,000  "," 	 45,329,936 "
615, merge sort                     , 	 / 1      ," 	 1,240,000    ", 	 679          ,0," 	 679,529,000  "," 	 -95,420,416 "
616, Arrays.sort                    , 	 / 1      ," 	 1,240,000    ", 	 566          ,0," 	 565,501,000  "," 	 9,830,432  "
617, Arrays.parallelSort            , 	 / 1      ," 	 1,240,000    ", 	 609          ,0," 	 608,824,000  "," 	 -131,762,128 "
618, Linked Hashmap                 , 	 / 1      ," 	 1,240,000    ", 	 856          ,0," 	 855,793,000  "," 	 96,993,280 "
619, Stream + parallel + sort       , 	 / 1      ," 	 1,240,000    ", 	 727          ,0," 	 726,762,000  "," 	 45,075,584 "
620, merge sort                     , 	 / 1      ," 	 1,250,000    ", 	 829          ,0," 	 829,711,000  "," 	 -85,983,232 "
621, Arrays.sort                    , 	 / 1      ," 	 1,250,000    ", 	 873          ,0," 	 873,155,000  "," 	 9,830,432  "
622, Arrays.parallelSort            , 	 / 1      ," 	 1,250,000    "," 	 1,166        ",1," 	 166,068,000  "," 	 -153,791,048 "
623, Linked Hashmap                 , 	 / 1      ," 	 1,250,000    "," 	 1,674        ",1," 	 674,253,000  "," 	 108,001,280 "
624, Stream + parallel + sort       , 	 / 1      ," 	 1,250,000    ", 	 869          ,0," 	 869,137,000  "," 	 -49,157,576 "
625, merge sort                     , 	 / 1      ," 	 1,260,000    ", 	 750          ,0," 	 750,125,000  "," 	 5,242,880  "
626, Arrays.sort                    , 	 / 1      ," 	 1,260,000    ", 	 868          ,0," 	 868,429,000  "," 	 -16,254,976 "
627, Arrays.parallelSort            , 	 / 1      ," 	 1,260,000    ", 	 433          ,0," 	 432,795,000  "," 	 3,520,800  "
628, Linked Hashmap                 , 	 / 1      ," 	 1,260,000    ", 	 696          ,0," 	 695,379,000  "," 	 106,430,464 "
629, Stream + parallel + sort       , 	 / 1      ," 	 1,260,000    ", 	 792          ,0," 	 791,882,000  "," 	 -27,471,872 "
630, merge sort                     , 	 / 1      ," 	 1,270,000    ", 	 639          ,0," 	 639,557,000  "," 	 5,242,880  "
631, Arrays.sort                    , 	 / 1      ," 	 1,270,000    ", 	 595          ,0," 	 594,954,000  "," 	 9,699,344  "
632, Arrays.parallelSort            , 	 / 1      ," 	 1,270,000    ", 	 655          ,0," 	 654,271,000  "," 	 -144,898,664 "
633, Linked Hashmap                 , 	 / 1      ," 	 1,270,000    ", 	 932          ,0," 	 932,550,000  "," 	 80,742,400 "
634, Stream + parallel + sort       , 	 / 1      ," 	 1,270,000    ", 	 740          ,0," 	 739,983,000  "," 	 43,738,640 "
635, merge sort                     , 	 / 1      ," 	 1,280,000    ", 	 668          ,0," 	 667,806,000  "," 	 5,242,880  "
636, Arrays.sort                    , 	 / 1      ," 	 1,280,000    ", 	 581          ,0," 	 581,229,000  "," 	 9,699,344  "
637, Arrays.parallelSort            , 	 / 1      ," 	 1,280,000    ", 	 642          ,0," 	 641,674,000  "," 	 -149,055,120 "
638, Linked Hashmap                 , 	 / 1      ," 	 1,280,000    ", 	 934          ,0," 	 934,274,000  "," 	 86,507,520 "
639, Stream + parallel + sort       , 	 / 1      ," 	 1,280,000    ", 	 721          ,0," 	 721,051,000  "," 	 -21,558,112 "
640, merge sort                     , 	 / 1      ," 	 1,290,000    ", 	 729          ,0," 	 728,852,000  "," 	 5,242,880  "
641, Arrays.sort                    , 	 / 1      ," 	 1,290,000    ", 	 832          ,0," 	 832,144,000  "," 	 -252,708,864 "
642, Arrays.parallelSort            , 	 / 1      ," 	 1,290,000    ", 	 455          ,0," 	 455,280,000  "," 	 5,643,360  "
643, Linked Hashmap                 , 	 / 1      ," 	 1,290,000    ", 	 994          ,0," 	 994,298,000  "," 	 -8,390,656 "
644, Stream + parallel + sort       , 	 / 1      ," 	 1,290,000    "," 	 1,306        ",1," 	 306,174,000  "," 	 46,233,856 "
645, merge sort                     , 	 / 1      ," 	 1,300,000    "," 	 1,739        ",1," 	 738,758,000  "," 	 -156,237,824 "
646, Arrays.sort                    , 	 / 1      ," 	 1,300,000    ", 	 787          ,0," 	 787,295,000  "," 	 9,945,168  "
647, Arrays.parallelSort            , 	 / 1      ," 	 1,300,000    ", 	 400          ,0," 	 400,243,000  "," 	 5,714,264  "
648, Linked Hashmap                 , 	 / 1      ," 	 1,300,000    ", 	 776          ,0," 	 775,851,000  "," 	 105,591,856 "
649, Stream + parallel + sort       , 	 / 1      ," 	 1,300,000    ", 	 693          ,0," 	 692,588,000  "," 	 42,463,656 "
650, merge sort                     , 	 / 1      ," 	 1,310,000    ", 	 674          ,0," 	 673,516,000  "," 	 5,242,880  "
651, Arrays.sort                    , 	 / 1      ," 	 1,310,000    ", 	 637          ,0," 	 636,950,000  "," 	 9,699,344  "
652, Arrays.parallelSort            , 	 / 1      ," 	 1,310,000    ", 	 416          ,0," 	 415,707,000  "," 	 -130,670,016 "
653, Linked Hashmap                 , 	 / 1      ," 	 1,310,000    ", 	 861          ,0," 	 860,309,000  "," 	 60,817,408 "
654, Stream + parallel + sort       , 	 / 1      ," 	 1,310,000    ", 	 837          ,0," 	 836,935,000  "," 	 36,327,240 "
655, merge sort                     , 	 / 1      ," 	 1,320,000    ", 	 713          ,0," 	 713,265,000  "," 	 6,291,456  "
656, Arrays.sort                    , 	 / 1      ," 	 1,320,000    ", 	 788          ,0," 	 788,385,000  "," 	 -11,847,024 "
657, Arrays.parallelSort            , 	 / 1      ," 	 1,320,000    ", 	 423          ,0," 	 422,639,000  "," 	 6,777,320  "
658, Linked Hashmap                 , 	 / 1      ," 	 1,320,000    ", 	 889          ,0," 	 888,589,000  "," 	 -9,439,232 "
659, Stream + parallel + sort       , 	 / 1      ," 	 1,320,000    ", 	 773          ,0," 	 773,349,000  "," 	 46,799,896 "
660, merge sort                     , 	 / 1      ," 	 1,330,000    ", 	 771          ,0," 	 771,166,000  "," 	 -159,383,552 "
661, Arrays.sort                    , 	 / 1      ," 	 1,330,000    ", 	 620          ,0," 	 619,845,000  "," 	 9,830,432  "
662, Arrays.parallelSort            , 	 / 1      ," 	 1,330,000    ", 	 692          ,0," 	 692,500,000  "," 	 -19,089,472 "
663, Linked Hashmap                 , 	 / 1      ," 	 1,330,000    ", 	 926          ,0," 	 926,457,000  "," 	 72,351,744 "
664, Stream + parallel + sort       , 	 / 1      ," 	 1,330,000    ", 	 989          ,0," 	 988,881,000  "," 	 25,111,168 "
665, merge sort                     , 	 / 1      ," 	 1,340,000    "," 	 1,313        ",1," 	 313,286,000  "," 	 -12,614,256 "
666, Arrays.sort                    , 	 / 1      ," 	 1,340,000    "," 	 1,186        ",1," 	 186,514,000  "," 	 9,928,768  "
667, Arrays.parallelSort            , 	 / 1      ," 	 1,340,000    ", 	 980          ,0," 	 979,519,000  "," 	 6,813,696  "
668, Linked Hashmap                 , 	 / 1      ," 	 1,340,000    "," 	 1,063        ",1," 	 63,393,000   "," 	 73,926,656 "
669, Stream + parallel + sort       , 	 / 1      ," 	 1,340,000    "," 	 1,009        ",1," 	 9,226,000    "," 	 33,882,296 "
670, merge sort                     , 	 / 1      ," 	 1,350,000    ", 	 985          ,0," 	 985,249,000  "," 	 -229,745,328 "
671, Arrays.sort                    , 	 / 1      ," 	 1,350,000    ", 	 668          ,0," 	 668,524,000  "," 	 9,830,432  "
672, Arrays.parallelSort            , 	 / 1      ," 	 1,350,000    ", 	 384          ,0," 	 383,793,000  "," 	 6,653,304  "
673, Linked Hashmap                 , 	 / 1      ," 	 1,350,000    ", 	 923          ,0," 	 923,008,000  "," 	 -72,876,032 "
674, Stream + parallel + sort       , 	 / 1      ," 	 1,350,000    ", 	 751          ,0," 	 751,066,000  "," 	 40,672,912 "
675, merge sort                     , 	 / 1      ," 	 1,360,000    ", 	 740          ,0," 	 739,904,000  "," 	 -222,298,112 "
676, Arrays.sort                    , 	 / 1      ," 	 1,360,000    ", 	 662          ,0," 	 661,783,000  "," 	 9,699,344  "
677, Arrays.parallelSort            , 	 / 1      ," 	 1,360,000    ", 	 406          ,0," 	 406,114,000  "," 	 6,727,480  "
678, Linked Hashmap                 , 	 / 1      ," 	 1,360,000    ", 	 897          ,0," 	 897,206,000  "," 	 12,580,864 "
679, Stream + parallel + sort       , 	 / 1      ," 	 1,360,000    ", 	 795          ,0," 	 794,786,000  "," 	 49,607,184 "
680, merge sort                     , 	 / 1      ," 	 1,370,000    ", 	 717          ,0," 	 717,284,000  "," 	 6,291,456  "
681, Arrays.sort                    , 	 / 1      ," 	 1,370,000    ", 	 784          ,0," 	 783,985,000  "," 	 -203,831,976 "
682, Arrays.parallelSort            , 	 / 1      ," 	 1,370,000    ", 	 485          ,0," 	 485,181,000  "," 	 6,641,584  "
683, Linked Hashmap                 , 	 / 1      ," 	 1,370,000    ", 	 924          ,0," 	 923,983,000  "," 	 -31,981,568 "
684, Stream + parallel + sort       , 	 / 1      ," 	 1,370,000    ", 	 790          ,0," 	 789,868,000  "," 	 -95,507,568 "
685, merge sort                     , 	 / 1      ," 	 1,380,000    ", 	 900          ,0," 	 899,585,000  "," 	 6,291,456  "
686, Arrays.sort                    , 	 / 1      ," 	 1,380,000    ", 	 887          ,0," 	 886,182,000  "," 	 9,699,344  "
687, Arrays.parallelSort            , 	 / 1      ," 	 1,380,000    ", 	 494          ,0," 	 493,601,000  "," 	 6,734,376  "
688, Linked Hashmap                 , 	 / 1      ," 	 1,380,000    ", 	 970          ,0," 	 969,740,000  "," 	 19,398,656 "
689, Stream + parallel + sort       , 	 / 1      ," 	 1,380,000    ", 	 865          ,0," 	 865,084,000  "," 	 29,919,976 "
690, merge sort                     , 	 / 1      ," 	 1,390,000    ", 	 771          ,0," 	 770,797,000  "," 	 6,291,456  "
691, Arrays.sort                    , 	 / 1      ," 	 1,390,000    ", 	 968          ,0," 	 968,534,000  "," 	 -19,970,864 "
692, Arrays.parallelSort            , 	 / 1      ," 	 1,390,000    ", 	 777          ,0," 	 777,362,000  "," 	 -45,707,976 "
693, Linked Hashmap                 , 	 / 1      ," 	 1,390,000    ", 	 837          ,0," 	 836,258,000  "," 	 100,661,248 "
694, Stream + parallel + sort       , 	 / 1      ," 	 1,390,000    ", 	 943          ,0," 	 942,842,000  "," 	 -32,135,280 "
695, merge sort                     , 	 / 1      ," 	 1,400,000    ", 	 824          ,0," 	 823,483,000  "," 	 -158,334,976 "
696, Arrays.sort                    , 	 / 1      ," 	 1,400,000    ", 	 797          ,0," 	 797,786,000  "," 	 -140,196,688 "
697, Arrays.parallelSort            , 	 / 1      ," 	 1,400,000    ", 	 485          ,0," 	 485,002,000  "," 	 6,693,288  "
698, Linked Hashmap                 , 	 / 1      ," 	 1,400,000    "," 	 1,163        ",1," 	 163,847,000  "," 	 -46,135,296 "
699, Stream + parallel + sort       , 	 / 1      ," 	 1,400,000    ", 	 956          ,0," 	 956,197,000  "," 	 27,759,312 "
700, merge sort                     , 	 / 1      ," 	 1,410,000    ", 	 802          ,0," 	 801,681,000  "," 	 6,291,456  "
701, Arrays.sort                    , 	 / 1      ," 	 1,410,000    ", 	 668          ,0," 	 668,210,000  "," 	 9,699,344  "
702, Arrays.parallelSort            , 	 / 1      ," 	 1,410,000    ", 	 433          ,0," 	 432,752,000  "," 	 6,708,616  "
703, Linked Hashmap                 , 	 / 1      ," 	 1,410,000    ", 	 948          ,0," 	 948,884,000  "," 	 92,416,608 "
704, Stream + parallel + sort       , 	 / 1      ," 	 1,410,000    ", 	 980          ,0," 	 979,941,000  "," 	 27,692,288 "
705, merge sort                     , 	 / 1      ," 	 1,420,000    "," 	 1,090        ",1," 	 89,963,000   "," 	 6,291,456  "
706, Arrays.sort                    , 	 / 1      ," 	 1,420,000    "," 	 2,120        ",2," 	 119,749,000  "," 	 -19,703,192 "
707, Arrays.parallelSort            , 	 / 1      ," 	 1,420,000    ", 	 912          ,0," 	 912,345,000  "," 	 -54,987,096 "
708, Linked Hashmap                 , 	 / 1      ," 	 1,420,000    "," 	 1,023        ",1," 	 22,985,000   "," 	 83,973,760 "
709, Stream + parallel + sort       , 	 / 1      ," 	 1,420,000    ", 	 950          ,0," 	 950,467,000  "," 	 25,688,064 "
710, merge sort                     , 	 / 1      ," 	 1,430,000    ", 	 909          ,0," 	 908,080,000  "," 	 6,291,456  "
711, Arrays.sort                    , 	 / 1      ," 	 1,430,000    ", 	 747          ,0," 	 746,980,000  "," 	 9,699,344  "
712, Arrays.parallelSort            , 	 / 1      ," 	 1,430,000    ", 	 501          ,0," 	 500,914,000  "," 	 6,813,696  "
713, Linked Hashmap                 , 	 / 1      ," 	 1,430,000    "," 	 1,043        ",1," 	 43,061,000   "," 	 97,657,048 "
714, Stream + parallel + sort       , 	 / 1      ," 	 1,430,000    "," 	 1,116        ",1," 	 116,355,000  "," 	 3,145,728  "
715, merge sort                     , 	 / 1      ," 	 1,440,000    ", 	 997          ,0," 	 997,183,000  "," 	 -240,650,240 "
716, Arrays.sort                    , 	 / 1      ," 	 1,440,000    ", 	 859          ,0," 	 859,259,000  "," 	 9,699,344  "
717, Arrays.parallelSort            , 	 / 1      ," 	 1,440,000    ", 	 452          ,0," 	 451,417,000  "," 	 6,731,248  "
718, Linked Hashmap                 , 	 / 1      ," 	 1,440,000    ", 	 963          ,0," 	 963,221,000  "," 	 -85,983,232 "
719, Stream + parallel + sort       , 	 / 1      ," 	 1,440,000    ", 	 902          ,0," 	 902,042,000  "," 	 48,159,760 "
720, merge sort                     , 	 / 1      ," 	 1,450,000    ", 	 870          ,0," 	 870,284,000  "," 	 -174,063,616 "
721, Arrays.sort                    , 	 / 1      ," 	 1,450,000    ", 	 700          ,0," 	 699,033,000  "," 	 9,699,344  "
722, Arrays.parallelSort            , 	 / 1      ," 	 1,450,000    ", 	 456          ,0," 	 455,891,000  "," 	 6,640,384  "
723, Linked Hashmap                 , 	 / 1      ," 	 1,450,000    ", 	 930          ,0," 	 929,091,000  "," 	 -193,986,560 "
724, Stream + parallel + sort       , 	 / 1      ," 	 1,450,000    ", 	 873          ,0," 	 873,067,000  "," 	 28,870,088 "
725, merge sort                     , 	 / 1      ," 	 1,460,000    ", 	 797          ,0," 	 796,409,000  "," 	 6,291,456  "
726, Arrays.sort                    , 	 / 1      ," 	 1,460,000    ", 	 762          ,0," 	 761,169,000  "," 	 9,699,344  "
727, Arrays.parallelSort            , 	 / 1      ," 	 1,460,000    ", 	 492          ,0," 	 492,098,000  "," 	 6,681,488  "
728, Linked Hashmap                 , 	 / 1      ," 	 1,460,000    "," 	 1,118        ",1," 	 118,655,000  "," 	 103,422,824 "
729, Stream + parallel + sort       , 	 / 1      ," 	 1,460,000    "," 	 1,723        ",1," 	 723,557,000  "," 	 16,779,264 "
730, merge sort                     , 	 / 1      ," 	 1,470,000    "," 	 1,076        ",1," 	 75,413,000   "," 	 6,291,456  "
731, Arrays.sort                    , 	 / 1      ," 	 1,470,000    "," 	 1,074        ",1," 	 73,109,000   "," 	 -338,272,576 "
732, Arrays.parallelSort            , 	 / 1      ," 	 1,470,000    ", 	 457          ,0," 	 457,662,000  "," 	 6,727,200  "
733, Linked Hashmap                 , 	 / 1      ," 	 1,470,000    ", 	 845          ,0," 	 845,088,000  "," 	 -30,932,992 "
734, Stream + parallel + sort       , 	 / 1      ," 	 1,470,000    ", 	 864          ,0," 	 863,751,000  "," 	 -100,609,296 "
735, merge sort                     , 	 / 1      ," 	 1,480,000    ", 	 758          ,0," 	 757,530,000  "," 	 6,291,456  "
736, Arrays.sort                    , 	 / 1      ," 	 1,480,000    ", 	 857          ,0," 	 856,883,000  "," 	 -137,809,712 "
737, Arrays.parallelSort            , 	 / 1      ," 	 1,480,000    ", 	 485          ,0," 	 484,983,000  "," 	 6,731,592  "
738, Linked Hashmap                 , 	 / 1      ," 	 1,480,000    ", 	 950          ,0," 	 949,823,000  "," 	 -27,787,264 "
739, Stream + parallel + sort       , 	 / 1      ," 	 1,480,000    ", 	 969          ,0," 	 968,935,000  "," 	 -102,944,800 "
740, merge sort                     , 	 / 1      ," 	 1,490,000    ", 	 794          ,0," 	 794,169,000  "," 	 6,291,456  "
741, Arrays.sort                    , 	 / 1      ," 	 1,490,000    ", 	 823          ,0," 	 823,288,000  "," 	 -137,024,480 "
742, Arrays.parallelSort            , 	 / 1      ," 	 1,490,000    ", 	 471          ,0," 	 470,782,000  "," 	 6,757,584  "
743, Linked Hashmap                 , 	 / 1      ," 	 1,490,000    ", 	 904          ,0," 	 904,025,000  "," 	 -29,360,128 "
744, Stream + parallel + sort       , 	 / 1      ," 	 1,490,000    ", 	 923          ,0," 	 922,432,000  "," 	 -102,831,736 "
745, merge sort                     , 	 / 1      ," 	 1,500,000    ", 	 766          ,0," 	 766,358,000  "," 	 6,291,456  "
746, Arrays.sort                    , 	 / 1      ," 	 1,500,000    ", 	 865          ,0," 	 864,892,000  "," 	 -139,173,576 "
747, Arrays.parallelSort            , 	 / 1      ," 	 1,500,000    ", 	 470          ,0," 	 469,634,000  "," 	 6,769,968  "
748, Linked Hashmap                 , 	 / 1      ," 	 1,500,000    ", 	 912          ,0," 	 911,084,000  "," 	 -31,981,568 "
